user_id,item_id,score,title,genres
0,2698,4.892275333404541,Sanjuro (1962),Action|Adventure
0,309,4.7780070304870605,"Shawshank Redemption, The (1994)",Drama
0,3111,4.6647772789001465,For All Mankind (1989),Documentary
0,892,4.664019584655762,It's a Wonderful Life (1946),Drama
0,1839,4.650991439819336,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
1,513,4.657190322875977,Schindler's List (1993),Drama|War
1,2698,4.535285949707031,Sanjuro (1962),Action|Adventure
1,2557,4.45651388168335,"Sixth Sense, The (1999)",Thriller
1,892,4.433143615722656,It's a Wonderful Life (1946),Drama
1,2131,4.409396171569824,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
2,2698,4.818361282348633,Sanjuro (1962),Action|Adventure
2,309,4.6945109367370605,"Shawshank Redemption, The (1994)",Drama
2,513,4.585117340087891,Schindler's List (1993),Drama|War
2,49,4.5657429695129395,"Usual Suspects, The (1995)",Crime|Thriller
2,3111,4.561094284057617,For All Mankind (1989),Documentary
3,2698,4.868724822998047,Sanjuro (1962),Action|Adventure
3,1839,4.787824630737305,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
3,513,4.77853536605835,Schindler's List (1993),Drama|War
3,802,4.777611255645752,"Godfather, The (1972)",Action|Crime|Drama
3,851,4.765936374664307,Casablanca (1942),Drama|Romance|War
4,1196,4.611626148223877,This Is Spinal Tap (1984),Comedy|Drama|Musical
4,713,4.553488731384277,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
4,1116,4.541053295135498,"Clockwork Orange, A (1971)",Sci-Fi
4,1139,4.492642879486084,Annie Hall (1977),Comedy|Romance
4,1839,4.391451835632324,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
5,2698,4.857977390289307,Sanjuro (1962),Action|Adventure
5,2307,4.653172016143799,October Sky (1999),Drama
5,646,4.6216630935668945,Pather Panchali (1955),Drama
5,3111,4.616470813751221,For All Mankind (1989),Documentary
5,2407,4.581290245056152,"King of Masks, The (Bian Lian) (1996)",Drama
6,2698,5.150339126586914,Sanjuro (1962),Action|Adventure
6,1108,4.9694671630859375,Raiders of the Lost Ark (1981),Action|Adventure
6,309,4.928938865661621,"Shawshank Redemption, The (1994)",Drama
6,1839,4.928037643432617,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
6,3111,4.914366245269775,For All Mankind (1989),Documentary
7,802,5.004624366760254,"Godfather, The (1972)",Action|Crime|Drama
7,2698,4.942927360534668,Sanjuro (1962),Action|Adventure
7,49,4.935920238494873,"Usual Suspects, The (1995)",Crime|Thriller
7,1108,4.928955078125,Raiders of the Lost Ark (1981),Action|Adventure
7,579,4.927297592163086,"Silence of the Lambs, The (1991)",Drama|Thriller
8,1108,4.618584632873535,Raiders of the Lost Ark (1981),Action|Adventure
8,253,4.597495079040527,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
8,802,4.528053283691406,"Godfather, The (1972)",Action|Crime|Drama
8,2698,4.500046730041504,Sanjuro (1962),Action|Adventure
8,287,4.470210075378418,Pulp Fiction (1994),Crime|Drama
9,2698,5.104440212249756,Sanjuro (1962),Action|Adventure
9,3669,4.893397808074951,Remember the Titans (2000),Drama
9,646,4.876072883605957,Pather Panchali (1955),Drama
9,483,4.860498905181885,Much Ado About Nothing (1993),Comedy|Romance
9,3111,4.853529453277588,For All Mankind (1989),Documentary
10,287,4.679492473602295,Pulp Fiction (1994),Crime|Drama
10,2374,4.414668560028076,"Matrix, The (1999)",Action|Sci-Fi|Thriller
10,1116,4.275475978851318,"Clockwork Orange, A (1971)",Sci-Fi
10,2698,4.255549907684326,Sanjuro (1962),Action|Adventure
10,216,4.235849857330322,Clerks (1994),Comedy
11,2698,4.559849739074707,Sanjuro (1962),Action|Adventure
11,309,4.495026588439941,"Shawshank Redemption, The (1994)",Drama
11,513,4.47330904006958,Schindler's List (1993),Drama|War
11,49,4.420107841491699,"Usual Suspects, The (1995)",Crime|Thriller
11,253,4.409165859222412,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
12,2698,4.360828399658203,Sanjuro (1962),Action|Adventure
12,2557,4.289989471435547,"Sixth Sense, The (1999)",Thriller
12,802,4.209702491760254,"Godfather, The (1972)",Action|Crime|Drama
12,851,4.161175727844238,Casablanca (1942),Drama|Romance|War
12,892,4.125860691070557,It's a Wonderful Life (1946),Drama
13,2698,4.274079322814941,Sanjuro (1962),Action|Adventure
13,513,4.170815467834473,Schindler's List (1993),Drama|War
13,309,4.130568027496338,"Shawshank Redemption, The (1994)",Drama
13,253,4.129785537719727,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
13,1108,4.128812789916992,Raiders of the Lost Ark (1981),Action|Adventure
14,2698,4.320960998535156,Sanjuro (1962),Action|Adventure
14,2131,4.1178765296936035,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
14,2136,4.091654300689697,American History X (1998),Drama
14,3111,4.040375232696533,For All Mankind (1989),Documentary
14,3669,4.015779495239258,Remember the Titans (2000),Drama
15,2698,4.69992208480835,Sanjuro (1962),Action|Adventure
15,1839,4.563057899475098,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
15,513,4.5623931884765625,Schindler's List (1993),Drama|War
15,1117,4.497328281402588,To Kill a Mockingbird (1962),Drama
15,708,4.494436264038086,"Close Shave, A (1995)",Animation|Comedy|Thriller
16,2698,5.0935187339782715,Sanjuro (1962),Action|Adventure
16,1107,5.08209753036499,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
16,1839,5.079110145568848,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
16,1108,5.023342132568359,Raiders of the Lost Ark (1981),Action|Adventure
16,1066,5.000100135803223,"Wrong Trousers, The (1993)",Animation|Comedy
17,892,5.092217922210693,It's a Wonderful Life (1946),Drama
17,309,5.088917255401611,"Shawshank Redemption, The (1994)",Drama
17,851,5.055540561676025,Casablanca (1942),Drama|Romance|War
17,1066,4.979669570922852,"Wrong Trousers, The (1993)",Animation|Comedy
17,843,4.936976432800293,Rear Window (1954),Mystery|Thriller
18,2698,4.705753803253174,Sanjuro (1962),Action|Adventure
18,1059,4.540045738220215,Monty Python and the Holy Grail (1974),Comedy
18,49,4.515019416809082,"Usual Suspects, The (1995)",Crime|Thriller
18,3111,4.431769371032715,For All Mankind (1989),Documentary
18,646,4.417866230010986,Pather Panchali (1955),Drama
19,2698,5.011332988739014,Sanjuro (1962),Action|Adventure
19,513,4.865490913391113,Schindler's List (1993),Drama|War
19,309,4.860126972198486,"Shawshank Redemption, The (1994)",Drama
19,49,4.846080303192139,"Usual Suspects, The (1995)",Crime|Thriller
19,1839,4.815914630889893,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
20,2698,4.26590633392334,Sanjuro (1962),Action|Adventure
20,49,4.143096923828125,"Usual Suspects, The (1995)",Crime|Thriller
20,2374,4.107411861419678,"Matrix, The (1999)",Action|Sci-Fi|Thriller
20,253,4.094782829284668,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
20,309,4.059160232543945,"Shawshank Redemption, The (1994)",Drama
21,1116,4.573829174041748,"Clockwork Orange, A (1971)",Sci-Fi
21,2748,4.490234851837158,Fight Club (1999),Drama
21,1839,4.4126152992248535,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
21,2698,4.379690647125244,Sanjuro (1962),Action|Adventure
21,1109,4.349074840545654,Brazil (1985),Sci-Fi
22,1108,4.273232460021973,Raiders of the Lost Ark (1981),Action|Adventure
22,2698,4.228279113769531,Sanjuro (1962),Action|Adventure
22,2511,4.045607089996338,Ghostbusters (1984),Comedy|Horror
22,1059,3.9944639205932617,Monty Python and the Holy Grail (1974),Comedy
22,1120,3.9803638458251953,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
23,1839,4.872117042541504,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
23,2698,4.845756530761719,Sanjuro (1962),Action|Adventure
23,1117,4.813324928283691,To Kill a Mockingbird (1962),Drama
23,713,4.787422180175781,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
23,861,4.771973609924316,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
24,2698,4.853292465209961,Sanjuro (1962),Action|Adventure
24,309,4.663041114807129,"Shawshank Redemption, The (1994)",Drama
24,49,4.6298418045043945,"Usual Suspects, The (1995)",Crime|Thriller
24,3111,4.594922065734863,For All Mankind (1989),Documentary
24,1107,4.562465667724609,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
25,513,4.293310165405273,Schindler's List (1993),Drama|War
25,2698,4.274188041687012,Sanjuro (1962),Action|Adventure
25,2407,4.080723285675049,"King of Masks, The (Bian Lian) (1996)",Drama
25,646,4.080085754394531,Pather Panchali (1955),Drama
25,1886,4.076013088226318,Doctor Zhivago (1965),Drama|Romance|War
26,713,4.885486125946045,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
26,1839,4.830142021179199,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
26,593,4.799354076385498,Fargo (1996),Crime|Drama|Thriller
26,1104,4.769063472747803,One Flew Over the Cuckoo's Nest (1975),Drama
26,513,4.7473649978637695,Schindler's List (1993),Drama|War
27,1839,4.503364562988281,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
27,2698,4.448261260986328,Sanjuro (1962),Action|Adventure
27,1066,4.43501091003418,"Wrong Trousers, The (1993)",Animation|Comedy
27,708,4.425585746765137,"Close Shave, A (1995)",Animation|Comedy|Thriller
27,713,4.361313343048096,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
28,2698,4.448596000671387,Sanjuro (1962),Action|Adventure
28,579,4.371682167053223,"Silence of the Lambs, The (1991)",Drama|Thriller
28,2651,4.315626621246338,American Beauty (1999),Comedy|Drama
28,287,4.2832841873168945,Pulp Fiction (1994),Crime|Drama
28,1123,4.274686336517334,GoodFellas (1990),Crime|Drama
29,2698,4.229314804077148,Sanjuro (1962),Action|Adventure
29,253,4.1934003829956055,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
29,1108,4.15599250793457,Raiders of the Lost Ark (1981),Action|Adventure
29,1106,4.048335552215576,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
29,2131,4.010680675506592,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
30,1108,4.787393569946289,Raiders of the Lost Ark (1981),Action|Adventure
30,253,4.6922807693481445,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
30,309,4.598896026611328,"Shawshank Redemption, The (1994)",Drama
30,513,4.586845397949219,Schindler's List (1993),Drama|War
30,2698,4.582001686096191,Sanjuro (1962),Action|Adventure
31,2698,4.4233856201171875,Sanjuro (1962),Action|Adventure
31,1839,4.349209785461426,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
31,1066,4.272063732147217,"Wrong Trousers, The (1993)",Animation|Comedy
31,2809,4.23969841003418,"General, The (1927)",Comedy
31,1117,4.233096122741699,To Kill a Mockingbird (1962),Drama
32,2698,4.377986907958984,Sanjuro (1962),Action|Adventure
32,971,4.376926422119141,Die Hard (1988),Action|Thriller
32,443,4.232424736022949,"Fugitive, The (1993)",Action|Thriller
32,1170,4.153217315673828,"Great Escape, The (1963)",Adventure|War
32,3111,4.114380359649658,For All Mankind (1989),Documentary
33,513,5.079795837402344,Schindler's List (1993),Drama|War
33,253,5.066131591796875,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
33,1108,5.023555755615234,Raiders of the Lost Ark (1981),Action|Adventure
33,106,5.018025875091553,Braveheart (1995),Action|Drama|War
33,1848,4.992480754852295,Saving Private Ryan (1998),Action|Drama|War
34,713,4.487796783447266,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
34,862,4.381804943084717,Citizen Kane (1941),Drama
34,861,4.341776371002197,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
34,1122,4.317346096038818,"Third Man, The (1949)",Mystery|Thriller
34,2918,4.314839839935303,"Grand Illusion (Grande illusion, La) (1937)",Drama|War
35,2698,5.166840076446533,Sanjuro (1962),Action|Adventure
35,309,5.110548496246338,"Shawshank Redemption, The (1994)",Drama
35,49,4.999147415161133,"Usual Suspects, The (1995)",Crime|Thriller
35,3111,4.903411388397217,For All Mankind (1989),Documentary
35,1170,4.882279872894287,"Great Escape, The (1963)",Adventure|War
36,970,4.748178482055664,"Sound of Music, The (1965)",Musical
36,2698,4.707189559936523,Sanjuro (1962),Action|Adventure
36,1117,4.6332011222839355,To Kill a Mockingbird (1962),Drama
36,844,4.611645221710205,It Happened One Night (1934),Comedy
36,1066,4.587928771972656,"Wrong Trousers, The (1993)",Animation|Comedy
37,2698,4.658510208129883,Sanjuro (1962),Action|Adventure
37,513,4.62532377243042,Schindler's List (1993),Drama|War
37,309,4.601089000701904,"Shawshank Redemption, The (1994)",Drama
37,892,4.504826545715332,It's a Wonderful Life (1946),Drama
37,1108,4.48989200592041,Raiders of the Lost Ark (1981),Action|Adventure
38,713,4.908255100250244,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
38,49,4.867022514343262,"Usual Suspects, The (1995)",Crime|Thriller
38,1839,4.848531723022461,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
38,593,4.8228840827941895,Fargo (1996),Crime|Drama|Thriller
38,708,4.778271675109863,"Close Shave, A (1995)",Animation|Comedy|Thriller
